"","Date","ID","Parameter","Value","Unit"
"349",2014-02-27,"CEDEN-314SAL","Total dissolved solids",240,"mg/l"
"350",2014-02-27,"CEDEN-314SAL","Total dissolved solids",1100,"mg/l"
"351",2014-03-26,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"352",2014-03-26,"CEDEN-314SAL","Total dissolved solids",1100,"mg/l"
"353",2014-03-26,"CEDEN-314SAL","Nitrate",0.19,"mg/l"
"354",2014-03-26,"CEDEN-314SAL","Total dissolved solids",190,"mg/l"
"355",2014-04-23,"CEDEN-314SAL","Total dissolved solids",1300,"mg/l"
"356",2014-04-23,"CEDEN-314SAL","Total dissolved solids",1000,"mg/l"
"357",2014-04-23,"CEDEN-314SAL","Total dissolved solids",230,"mg/l"
"358",2014-04-23,"CEDEN-314SAL","Nitrate",0.066,"mg/l"
"359",2014-05-22,"CEDEN-314SAL","Nitrate",1.5,"mg/l"
"360",2014-05-22,"CEDEN-314SAL","Total dissolved solids",230,"mg/l"
"361",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1410,"mg/l"
"362",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"363",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"364",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"365",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1190,"mg/l"
"366",2014-05-22,"CEDEN-314SAL","Total dissolved solids",210,"mg/l"
"367",2014-05-22,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"368",2014-05-22,"CEDEN-314SAL","Nitrate",1.8,"mg/l"
"369",2014-06-25,"CEDEN-314SAL","Total dissolved solids",260,"mg/l"
"370",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"371",2014-06-25,"CEDEN-314SAL","Ammonia",0.036,"mg/l"
"372",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"373",2014-06-25,"CEDEN-314SAL","Total dissolved solids",240,"mg/l"
"374",2014-06-25,"CEDEN-314SAL","Ammonia",0.037,"mg/l"
"375",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"376",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1510,"mg/l"
"377",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"378",2014-06-25,"CEDEN-314SAL","Total dissolved solids",1280,"mg/l"
"379",2014-06-25,"CEDEN-314SAL","Nitrate",1,"mg/l"
"380",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1300,"mg/l"
"381",2014-07-16,"CEDEN-314SAL","Total dissolved solids",180,"mg/l"
"382",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"383",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1290,"mg/l"
"384",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"385",2014-07-16,"CEDEN-314SAL","Nitrate",0.21,"mg/l"
"386",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"387",2014-07-16,"CEDEN-314SAL","Ammonia",0.031,"mg/l"
"388",2014-07-16,"CEDEN-314SAL","Total dissolved solids",1500,"mg/l"
"389",2014-07-16,"CEDEN-314SAL","Total dissolved solids",150,"mg/l"
"390",2014-07-16,"CEDEN-314SAL","Nitrate",0.18,"mg/l"
"391",2014-09-24,"CEDEN-314SAL","Ammonia",0.049,"mg/l"
"392",2014-09-24,"CEDEN-314SAL","Total dissolved solids",210,"mg/l"
"393",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"394",2014-09-24,"CEDEN-314SAL","Total dissolved solids",280,"mg/l"
"395",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1560,"mg/l"
"396",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"397",2014-09-24,"CEDEN-314SAL","Ammonia",0.047,"mg/l"
"398",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1290,"mg/l"
"399",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"400",2014-09-24,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"401",2014-09-24,"CEDEN-314SAL","Nitrate",0.052,"mg/l"
"402",2014-11-19,"CEDEN-314SAL","Total dissolved solids",170,"mg/l"
"403",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"404",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1420,"mg/l"
"405",2014-11-19,"CEDEN-314SAL","Ammonia",0.043,"mg/l"
"406",2014-11-19,"CEDEN-314SAL","Nitrate",0.26,"mg/l"
"407",2014-11-19,"CEDEN-314SAL","Nitrate",0.073,"mg/l"
"408",2014-11-19,"CEDEN-314SAL","Ammonia",0.051,"mg/l"
"409",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1200,"mg/l"
"410",2014-11-19,"CEDEN-314SAL","Total dissolved solids",260,"mg/l"
"411",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1400,"mg/l"
"412",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1190,"mg/l"
"413",2014-11-19,"CEDEN-314SAL","Total dissolved solids",1100,"mg/l"
"414",2014-12-17,"CEDEN-314SAL","Total dissolved solids",590,"mg/l"
"415",2014-12-17,"CEDEN-314SAL","Nitrate",0.722,"mg/l"
"416",2014-12-17,"CEDEN-314SAL","Total dissolved solids",56,"mg/l"
"417",2014-12-17,"CEDEN-314SAL","Ammonia",0.24,"mg/l"
"418",2014-12-17,"CEDEN-314SAL","Nitrate",0.68,"mg/l"
"419",2014-12-17,"CEDEN-314SAL","Total dissolved solids",530,"mg/l"
"420",2001-01-18,"CEDEN-314SYC","Total dissolved solids",110,"mg/l"
"421",2001-01-18,"CEDEN-314SYC","Total dissolved solids",627,"mg/l"
"422",2001-01-18,"CEDEN-314SYC","Nitrate",0.05617975,"mg/l"
"423",2001-01-18,"CEDEN-314SYC","Total dissolved solids",737,"mg/l"
"424",2001-02-12,"CEDEN-314SYC","Total dissolved solids",523,"mg/l"
"425",2001-02-12,"CEDEN-314SYC","Total dissolved solids",653,"mg/l"
"426",2001-02-12,"CEDEN-314SYC","Ammonia",0.082,"mg/l"
"427",2001-02-12,"CEDEN-314SYC","Total dissolved solids",130,"mg/l"
"428",2001-02-12,"CEDEN-314SYC","Nitrate",0.05168537,"mg/l"
"429",2001-02-12,"CEDEN-314SYC","Ammonia",0.000648,"mg/l"
"430",2001-03-06,"CEDEN-314SYC","Ammonia",0.00077,"mg/l"
"431",2001-03-06,"CEDEN-314SYC","Total dissolved solids",610,"mg/l"
"432",2001-03-06,"CEDEN-314SYC","Nitrate",0.02921347,"mg/l"
"433",2001-03-06,"CEDEN-314SYC","Ammonia",0.0328,"mg/l"
"434",2001-03-06,"CEDEN-314SYC","Total dissolved solids",517,"mg/l"
"435",2001-03-06,"CEDEN-314SYC","Total dissolved solids",93,"mg/l"
"436",2001-04-03,"CEDEN-314SYC","Total dissolved solids",100,"mg/l"
"437",2001-04-03,"CEDEN-314SYC","Total dissolved solids",487,"mg/l"
"438",2001-04-03,"CEDEN-314SYC","Nitrate",0.03595504,"mg/l"
"439",2001-04-03,"CEDEN-314SYC","Total dissolved solids",587,"mg/l"
"440",2001-05-09,"CEDEN-314SYC","Ammonia",0.0246,"mg/l"
"441",2001-05-09,"CEDEN-314SYC","Total dissolved solids",433,"mg/l"
"442",2001-05-09,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"443",2001-05-09,"CEDEN-314SYC","Total dissolved solids",553,"mg/l"
"444",2001-05-09,"CEDEN-314SYC","Nitrate",0.3146066,"mg/l"
"445",2001-06-06,"CEDEN-314SYC","Nitrate",0.3820223,"mg/l"
"446",2001-06-06,"CEDEN-314SYC","Total dissolved solids",523,"mg/l"
"447",2001-06-06,"CEDEN-314SYC","Ammonia",0.041,"mg/l"
"448",2001-06-06,"CEDEN-314SYC","Total dissolved solids",610,"mg/l"
"449",2001-06-06,"CEDEN-314SYC","Total dissolved solids",87,"mg/l"
"450",2001-06-06,"CEDEN-314SYC","Ammonia",0.001198,"mg/l"
"451",2001-07-10,"CEDEN-314SYC","Nitrate",0.3146066,"mg/l"
"452",2001-07-10,"CEDEN-314SYC","Total dissolved solids",600,"mg/l"
"453",2001-07-10,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"454",2001-07-10,"CEDEN-314SYC","Total dissolved solids",480,"mg/l"
"455",2001-08-08,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"456",2001-08-08,"CEDEN-314SYC","Nitrate",0.11460669,"mg/l"
"457",2001-08-08,"CEDEN-314SYC","Total dissolved solids",463,"mg/l"
"458",2001-08-08,"CEDEN-314SYC","Total dissolved solids",583,"mg/l"
"459",2001-08-08,"CEDEN-314SYC","Ammonia",0.04,"mg/l"
"460",2001-08-08,"CEDEN-314SYC","Ammonia",0.001775,"mg/l"
"461",2001-09-06,"CEDEN-314SYC","Total dissolved solids",100,"mg/l"
"462",2001-09-06,"CEDEN-314SYC","Nitrate",0.03370785,"mg/l"
"463",2001-09-06,"CEDEN-314SYC","Total dissolved solids",593,"mg/l"
"464",2001-09-06,"CEDEN-314SYC","Total dissolved solids",493,"mg/l"
"465",2001-10-03,"CEDEN-314SYC","Nitrate",0.0898876,"mg/l"
"466",2001-10-03,"CEDEN-314SYC","Ammonia",0.02,"mg/l"
"467",2001-10-03,"CEDEN-314SYC","Total dissolved solids",480,"mg/l"
"468",2001-10-03,"CEDEN-314SYC","Total dissolved solids",590,"mg/l"
"469",2001-10-03,"CEDEN-314SYC","Total dissolved solids",110,"mg/l"
"470",2001-11-07,"CEDEN-314SYC","Ammonia",0.000655,"mg/l"
"471",2001-11-07,"CEDEN-314SYC","Ammonia",0.02,"mg/l"
"472",2001-11-07,"CEDEN-314SYC","Total dissolved solids",97,"mg/l"
"473",2001-11-07,"CEDEN-314SYC","Total dissolved solids",493,"mg/l"
"474",2001-11-07,"CEDEN-314SYC","Nitrate",0.059,"mg/l"
"475",2001-11-07,"CEDEN-314SYC","Total dissolved solids",590,"mg/l"
"476",2001-12-10,"CEDEN-314SYC","Ammonia",0.000456,"mg/l"
"477",2001-12-10,"CEDEN-314SYC","Ammonia",0.02,"mg/l"
"478",2001-12-10,"CEDEN-314SYC","Nitrate",0.076,"mg/l"
"479",2001-12-10,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"480",2001-12-10,"CEDEN-314SYC","Total dissolved solids",617,"mg/l"
"481",2001-12-10,"CEDEN-314SYC","Total dissolved solids",497,"mg/l"
"482",2001-12-10,"CEDEN-314SYC","Ammonia",0.002,"mg/l"
"483",2001-12-10,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"484",2001-12-10,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"485",2001-12-10,"CEDEN-314SYC","Ammonia",0.002,"mg/l"
"486",2002-01-07,"CEDEN-314SYC","Total dissolved solids",473,"mg/l"
"487",2002-01-07,"CEDEN-314SYC","Total dissolved solids",603,"mg/l"
"488",2002-01-07,"CEDEN-314SYC","Nitrate",0.067,"mg/l"
"489",2002-01-07,"CEDEN-314SYC","Total dissolved solids",130,"mg/l"
"490",2002-02-11,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"491",2002-02-11,"CEDEN-314SYC","Total dissolved solids",597,"mg/l"
"492",2002-02-11,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"493",2002-02-11,"CEDEN-314SYC","Total dissolved solids",477,"mg/l"
"494",2002-02-11,"CEDEN-314SYC","Ammonia",0.000497,"mg/l"
"495",2002-03-11,"CEDEN-314SYC","Ammonia",0.02,"mg/l"
"496",2002-03-11,"CEDEN-314SYC","Total dissolved solids",483,"mg/l"
"497",2002-03-11,"CEDEN-314SYC","Total dissolved solids",613,"mg/l"
"498",2002-03-11,"CEDEN-314SYC","Total dissolved solids",130,"mg/l"
"499",2002-03-11,"CEDEN-314SYC","Ammonia",0.000405,"mg/l"
"500",2002-03-17,"CEDEN-314SYC","Ammonia",0.000106,"mg/l"
"501",2002-03-17,"CEDEN-314SYC","Total dissolved solids",630,"mg/l"
"502",2002-03-17,"CEDEN-314SYC","Nitrate",0.045,"mg/l"
"503",2002-03-17,"CEDEN-314SYC","Ammonia",0.02,"mg/l"
"504",2002-03-17,"CEDEN-314SYC","Total dissolved solids",500,"mg/l"
"505",2002-03-17,"CEDEN-314SYC","Total dissolved solids",130,"mg/l"
"506",2002-03-17,"CEDEN-314SYC","Ammonia",0.003,"mg/l"
"507",2002-03-17,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"508",2002-03-17,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"509",2002-03-17,"CEDEN-314SYC","Ammonia",0.003,"mg/l"
"510",2008-02-25,"CEDEN-314SYC","Ammonia",0.002256,"mg/l"
"511",2008-02-25,"CEDEN-314SYC","Nitrate",0.39,"mg/l"
"512",2008-02-25,"CEDEN-314SYC","Total dissolved solids",420,"mg/l"
"513",2008-02-25,"CEDEN-314SYC","Ammonia",0.15,"mg/l"
"514",2008-02-25,"CEDEN-314SYC","Total dissolved solids",120,"mg/l"
"515",2008-02-25,"CEDEN-314SYC","Total dissolved solids",530,"mg/l"
"516",2008-03-24,"CEDEN-314SYC","Ammonia",0.000922,"mg/l"
"517",2008-03-24,"CEDEN-314SYC","Total dissolved solids",150,"mg/l"
"518",2008-03-24,"CEDEN-314SYC","Total dissolved solids",570,"mg/l"
"519",2008-03-24,"CEDEN-314SYC","Ammonia",0.036,"mg/l"
"520",2008-03-24,"CEDEN-314SYC","Total dissolved solids",420,"mg/l"
"521",2008-03-24,"CEDEN-314SYC","Nitrate",0.24,"mg/l"
"522",2008-04-21,"CEDEN-314SYC","Total dissolved solids",600,"mg/l"
"523",2008-04-21,"CEDEN-314SYC","Total dissolved solids",470,"mg/l"
"524",2008-04-21,"CEDEN-314SYC","Total dissolved solids",130,"mg/l"
"525",2008-05-21,"CEDEN-314SYC","Total dissolved solids",240,"mg/l"
"526",2008-05-21,"CEDEN-314SYC","Total dissolved solids",390,"mg/l"
"527",2008-05-21,"CEDEN-314SYC","Total dissolved solids",630,"mg/l"
"528",2008-06-16,"CEDEN-314SYC","Total dissolved solids",140,"mg/l"
"529",2008-06-16,"CEDEN-314SYC","Total dissolved solids",590,"mg/l"
"530",2008-06-16,"CEDEN-314SYC","Total dissolved solids",450,"mg/l"
"531",2008-07-21,"CEDEN-314SYC","Total dissolved solids",410,"mg/l"
"532",2008-07-21,"CEDEN-314SYC","Nitrate",0.1,"mg/l"
"533",2008-07-21,"CEDEN-314SYC","Total dissolved solids",150,"mg/l"
"534",2008-07-21,"CEDEN-314SYC","Total dissolved solids",560,"mg/l"
"535",2008-08-18,"CEDEN-314SYC","Total dissolved solids",140,"mg/l"
"536",2008-08-18,"CEDEN-314SYC","Ammonia",0.03,"mg/l"
"537",2008-08-18,"CEDEN-314SYC","Nitrate",0.14,"mg/l"
"538",2008-08-18,"CEDEN-314SYC","Total dissolved solids",530,"mg/l"
"539",2008-08-18,"CEDEN-314SYC","Total dissolved solids",400,"mg/l"
"540",2008-08-18,"CEDEN-314SYC","Ammonia",0.001284,"mg/l"
"541",2008-09-22,"CEDEN-314SYC","Total dissolved solids",410,"mg/l"
"542",2008-09-22,"CEDEN-314SYC","Total dissolved solids",150,"mg/l"
"543",2008-09-22,"CEDEN-314SYC","Total dissolved solids",570,"mg/l"
"544",2008-09-22,"CEDEN-314SYC","Nitrate",0.13,"mg/l"
"545",2008-10-21,"CEDEN-314SYC","Total dissolved solids",540,"mg/l"
"546",2008-10-21,"CEDEN-314SYC","Total dissolved solids",230,"mg/l"
"547",2008-10-21,"CEDEN-314SYC","Nitrate",0.18,"mg/l"
"548",2008-10-21,"CEDEN-314SYC","Total dissolved solids",310,"mg/l"
"549",2008-11-11,"CEDEN-314SYC","Total dissolved solids",600,"mg/l"
"550",2008-11-11,"CEDEN-314SYC","Total dissolved solids",190,"mg/l"
"551",2008-11-11,"CEDEN-314SYC","Ammonia",0.028,"mg/l"
"552",2008-11-11,"CEDEN-314SYC","Nitrate",0.23,"mg/l"
"553",2008-11-11,"CEDEN-314SYC","Total dissolved solids",410,"mg/l"
"554",2008-11-11,"CEDEN-314SYC","Ammonia",0.000437,"mg/l"
"555",2008-12-09,"CEDEN-314SYC","Nitrate",0.14,"mg/l"
"556",2008-12-09,"CEDEN-314SYC","Ammonia",0.035,"mg/l"
"557",2008-12-09,"CEDEN-314SYC","Total dissolved solids",620,"mg/l"
"558",2008-12-09,"CEDEN-314SYC","Total dissolved solids",230,"mg/l"
"559",2008-12-09,"CEDEN-314SYC","Total dissolved solids",390,"mg/l"
"560",2008-12-09,"CEDEN-314SYC","Ammonia",0.000455,"mg/l"
"561",2014-03-26,"CEDEN-314SYC","Nitrate",0.06,"mg/l"
"562",2014-03-26,"CEDEN-314SYC","Total dissolved solids",92,"mg/l"
"563",2014-03-26,"CEDEN-314SYC","Total dissolved solids",590,"mg/l"
"564",2014-03-26,"CEDEN-314SYC","Ammonia",0.041,"mg/l"
"565",2014-03-26,"CEDEN-314SYC","Total dissolved solids",680,"mg/l"
"566",2014-05-22,"CEDEN-314SYC","Total dissolved solids",580,"mg/l"
"567",2014-05-22,"CEDEN-314SYC","Total dissolved solids",69,"mg/l"
"568",2014-05-22,"CEDEN-314SYC","Total dissolved solids",650,"mg/l"
"569",2014-06-25,"CEDEN-314SYC","Total dissolved solids",85,"mg/l"
"570",2014-06-25,"CEDEN-314SYC","Ammonia",0.037,"mg/l"
"571",2014-06-25,"CEDEN-314SYC","Total dissolved solids",700,"mg/l"
"572",2014-06-25,"CEDEN-314SYC","Total dissolved solids",610,"mg/l"
"573",2014-07-16,"CEDEN-314SYC","Total dissolved solids",67,"mg/l"
"574",2014-07-16,"CEDEN-314SYC","Ammonia",0.046,"mg/l"
"575",2014-07-16,"CEDEN-314SYC","Total dissolved solids",640,"mg/l"
"576",2014-07-16,"CEDEN-314SYC","Total dissolved solids",710,"mg/l"
"577",2014-09-24,"CEDEN-314SYC","Total dissolved solids",99,"mg/l"
"578",2014-09-24,"CEDEN-314SYC","Total dissolved solids",570,"mg/l"
"579",2014-09-24,"CEDEN-314SYC","Total dissolved solids",670,"mg/l"
"580",2014-09-24,"CEDEN-314SYC","Nitrate",0.041,"mg/l"
"581",2014-09-24,"CEDEN-314SYC","Ammonia",0.052,"mg/l"
"582",2014-10-22,"CEDEN-314SYC","Nitrate",0.31,"mg/l"
"583",2014-10-22,"CEDEN-314SYC","Total dissolved solids",74,"mg/l"
"584",2014-10-22,"CEDEN-314SYC","Total dissolved solids",650,"mg/l"
"585",2014-10-22,"CEDEN-314SYC","Total dissolved solids",570,"mg/l"
"586",2014-10-22,"CEDEN-314SYC","Ammonia",0.039,"mg/l"
"587",2014-11-19,"CEDEN-314SYC","Total dissolved solids",680,"mg/l"
"588",2014-11-19,"CEDEN-314SYC","Total dissolved solids",590,"mg/l"
"589",2014-11-19,"CEDEN-314SYC","Nitrate",0.088,"mg/l"
"590",2014-11-19,"CEDEN-314SYC","Ammonia",0.092,"mg/l"
"591",2014-11-19,"CEDEN-314SYC","Total dissolved solids",94,"mg/l"
"592",2014-12-17,"CEDEN-314SYC","Total dissolved solids",54,"mg/l"
"593",2014-12-17,"CEDEN-314SYC","Ammonia",0.046,"mg/l"
"594",2014-12-17,"CEDEN-314SYC","Total dissolved solids",610,"mg/l"
"595",2014-12-17,"CEDEN-314SYC","Nitrate",0.15,"mg/l"
"596",2014-12-17,"CEDEN-314SYC","Total dissolved solids",670,"mg/l"
"597",2001-01-18,"CEDEN-314SYF","Total dissolved solids",965,"mg/l"
"598",2001-01-18,"CEDEN-314SYF","Nitrate",0.674157,"mg/l"
"599",2001-01-18,"CEDEN-314SYF","Total dissolved solids",725,"mg/l"
"600",2001-01-18,"CEDEN-314SYF","Total dissolved solids",240,"mg/l"
"601",2001-01-18,"CEDEN-314SYF","Ammonia",0.6888,"mg/l"
"602",2001-01-18,"CEDEN-314SYF","Ammonia",0.029584,"mg/l"
"603",2001-02-12,"CEDEN-314SYF","Ammonia",0.003754,"mg/l"
"604",2001-02-12,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"605",2001-02-12,"CEDEN-314SYF","Total dissolved solids",370,"mg/l"
"606",2001-02-12,"CEDEN-314SYF","Ammonia",0.164,"mg/l"
"607",2001-02-12,"CEDEN-314SYF","Total dissolved solids",507,"mg/l"
"608",2001-02-12,"CEDEN-314SYF","Nitrate",0.2696628,"mg/l"
"609",2001-03-06,"CEDEN-314SYF","Total dissolved solids",437,"mg/l"
"610",2001-03-06,"CEDEN-314SYF","Ammonia",0.0656,"mg/l"
"611",2001-03-06,"CEDEN-314SYF","Total dissolved solids",530,"mg/l"
"612",2001-03-06,"CEDEN-314SYF","Nitrate",0.2471909,"mg/l"
"613",2001-03-06,"CEDEN-314SYF","Total dissolved solids",93,"mg/l"
"614",2001-03-06,"CEDEN-314SYF","Ammonia",0.000811,"mg/l"
"615",2001-04-03,"CEDEN-314SYF","Total dissolved solids",600,"mg/l"
"616",2001-04-03,"CEDEN-314SYF","Total dissolved solids",780,"mg/l"
"617",2001-04-03,"CEDEN-314SYF","Total dissolved solids",180,"mg/l"
"618",2001-04-03,"CEDEN-314SYF","Nitrate",0.2471909,"mg/l"
"619",2001-05-09,"CEDEN-314SYF","Total dissolved solids",750,"mg/l"
"620",2001-05-09,"CEDEN-314SYF","Nitrate",6.3820196,"mg/l"
"621",2001-05-09,"CEDEN-314SYF","Total dissolved solids",170,"mg/l"
"622",2001-05-09,"CEDEN-314SYF","Total dissolved solids",920,"mg/l"
"623",2001-05-09,"CEDEN-314SYF","Ammonia",0.902,"mg/l"
"624",2001-05-09,"CEDEN-314SYF","Ammonia",0.051044,"mg/l"
"625",2001-06-06,"CEDEN-314SYF","Ammonia",0.022165,"mg/l"
"626",2001-06-06,"CEDEN-314SYF","Total dissolved solids",160,"mg/l"
"627",2001-06-06,"CEDEN-314SYF","Total dissolved solids",890,"mg/l"
"628",2001-06-06,"CEDEN-314SYF","Total dissolved solids",1050,"mg/l"
"629",2001-06-06,"CEDEN-314SYF","Ammonia",1.722,"mg/l"
"630",2001-06-06,"CEDEN-314SYF","Nitrate",14.2921284,"mg/l"
"631",2001-07-10,"CEDEN-314SYF","Total dissolved solids",190,"mg/l"
"632",2001-07-10,"CEDEN-314SYF","Total dissolved solids",795,"mg/l"
"633",2001-07-10,"CEDEN-314SYF","Ammonia",1.394,"mg/l"
"634",2001-07-10,"CEDEN-314SYF","Nitrate",13.6404433,"mg/l"
"635",2001-07-10,"CEDEN-314SYF","Total dissolved solids",985,"mg/l"
"636",2001-07-10,"CEDEN-314SYF","Ammonia",0.012321,"mg/l"
"637",2001-08-08,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"638",2001-08-08,"CEDEN-314SYF","Total dissolved solids",130,"mg/l"
"639",2001-08-08,"CEDEN-314SYF","Ammonia",2,"mg/l"
"640",2001-08-08,"CEDEN-314SYF","Nitrate",15.6629143,"mg/l"
"641",2001-08-08,"CEDEN-314SYF","Total dissolved solids",870,"mg/l"
"642",2001-08-08,"CEDEN-314SYF","Ammonia",0.019883,"mg/l"
"643",2001-09-06,"CEDEN-314SYF","Ammonia",0.016898,"mg/l"
"644",2001-09-06,"CEDEN-314SYF","Total dissolved solids",890,"mg/l"
"645",2001-09-06,"CEDEN-314SYF","Nitrate",16.8089812,"mg/l"
"646",2001-09-06,"CEDEN-314SYF","Ammonia",1.4,"mg/l"
"647",2001-09-06,"CEDEN-314SYF","Total dissolved solids",1040,"mg/l"
"648",2001-09-06,"CEDEN-314SYF","Total dissolved solids",150,"mg/l"
"649",2001-10-03,"CEDEN-314SYF","Ammonia",0.009739,"mg/l"
"650",2001-10-03,"CEDEN-314SYF","Ammonia",2.3,"mg/l"
"651",2001-10-03,"CEDEN-314SYF","Total dissolved solids",1140,"mg/l"
"652",2001-10-03,"CEDEN-314SYF","Nitrate",16.9662845,"mg/l"
"653",2001-10-03,"CEDEN-314SYF","Total dissolved solids",120,"mg/l"
"654",2001-10-03,"CEDEN-314SYF","Total dissolved solids",1020,"mg/l"
"655",2001-11-07,"CEDEN-314SYF","Ammonia",0.002578,"mg/l"
"656",2001-11-07,"CEDEN-314SYF","Total dissolved solids",160,"mg/l"
"657",2001-11-07,"CEDEN-314SYF","Nitrate",16.9,"mg/l"
"658",2001-11-07,"CEDEN-314SYF","Ammonia",0.82,"mg/l"
"659",2001-11-07,"CEDEN-314SYF","Total dissolved solids",1080,"mg/l"
"660",2001-11-07,"CEDEN-314SYF","Total dissolved solids",920,"mg/l"
"661",2001-12-10,"CEDEN-314SYF","Ammonia",0.013379,"mg/l"
"662",2001-12-10,"CEDEN-314SYF","Total dissolved solids",980,"mg/l"
"663",2001-12-10,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"664",2001-12-10,"CEDEN-314SYF","Nitrate",13.9,"mg/l"
"665",2001-12-10,"CEDEN-314SYF","Total dissolved solids",840,"mg/l"
"666",2001-12-10,"CEDEN-314SYF","Ammonia",2,"mg/l"
"667",2001-12-10,"CEDEN-314SYF","Ammonia",2.25,"mg/l"
"668",2001-12-10,"CEDEN-314SYF","Ammonia",0.062,"mg/l"
"669",2001-12-10,"CEDEN-314SYF","Ammonia",2.25,"mg/l"
"670",2001-12-10,"CEDEN-314SYF","Ammonia",0.062,"mg/l"
"671",2002-01-07,"CEDEN-314SYF","Total dissolved solids",210,"mg/l"
"672",2002-01-07,"CEDEN-314SYF","Total dissolved solids",860,"mg/l"
"673",2002-01-07,"CEDEN-314SYF","Nitrate",6.51,"mg/l"
"674",2002-01-07,"CEDEN-314SYF","Total dissolved solids",1070,"mg/l"
"675",2002-01-07,"CEDEN-314SYF","Ammonia",0.42,"mg/l"
"676",2002-01-07,"CEDEN-314SYF","Ammonia",0.009606,"mg/l"
"677",2002-02-11,"CEDEN-314SYF","Ammonia",0.017594,"mg/l"
"678",2002-02-11,"CEDEN-314SYF","Ammonia",1.2,"mg/l"
"679",2002-02-11,"CEDEN-314SYF","Nitrate",8.36,"mg/l"
"680",2002-02-11,"CEDEN-314SYF","Total dissolved solids",1040,"mg/l"
"681",2002-02-11,"CEDEN-314SYF","Total dissolved solids",860,"mg/l"
"682",2002-02-11,"CEDEN-314SYF","Total dissolved solids",180,"mg/l"
"683",2002-03-11,"CEDEN-314SYF","Ammonia",1.5,"mg/l"
"684",2002-03-11,"CEDEN-314SYF","Nitrate",10.3,"mg/l"
"685",2002-03-11,"CEDEN-314SYF","Total dissolved solids",820,"mg/l"
"686",2002-03-11,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"687",2002-03-11,"CEDEN-314SYF","Total dissolved solids",180,"mg/l"
"688",2002-03-11,"CEDEN-314SYF","Ammonia",0.017254,"mg/l"
"689",2002-03-17,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"690",2002-03-17,"CEDEN-314SYF","Nitrate",17.1,"mg/l"
"691",2002-03-17,"CEDEN-314SYF","Ammonia",2,"mg/l"
"692",2002-03-17,"CEDEN-314SYF","Total dissolved solids",805,"mg/l"
"693",2002-03-17,"CEDEN-314SYF","Total dissolved solids",945,"mg/l"
"694",2002-03-17,"CEDEN-314SYF","Ammonia",0.006585,"mg/l"
"695",2002-03-17,"CEDEN-314SYF","Ammonia",1.9,"mg/l"
"696",2002-03-17,"CEDEN-314SYF","Ammonia",1.9,"mg/l"
"697",2002-03-17,"CEDEN-314SYF","Ammonia",0.034,"mg/l"
"698",2002-03-17,"CEDEN-314SYF","Ammonia",0.034,"mg/l"
